Angle_deg,Iterations,Converged,Draft_final_m,Freeboard_final_m,zf_final_m,F_OP_total_kN,F_EXT_total_kN,Ls_OP_m,L0_OP_m,Ranchor_OP_m,T_OP_kN,T_EXT_kN,MBL_req_kN,d_eq_mm,d_used_mm,eps_OP_pct,EA_used_kN,Fz_total_OP_kN,Vextra_OP_m3,h_extra_OP_m,Score,LengthPass,NoSlackPass,DiameterPass,ElongationPass,BuoyancyPass,FreeboardPass,StrengthPass,FinalPass,Fwind_kN,Fcurrent_kN,Fwave_kN
40,12,1,6.72240020324098,3.27759979675902,-6.42240020324098,315.308666629144,669.716499930974,31.7019175380439,31.2368493646738,24.2850777662346,205.803115903663,437.126400397997,624.466286282853,27.5178759224797,40,1.48884469089919,13823.0076757951,1058.30154350206,105.248655528411,3.7224097291384,0.860567663477945,1,1,1,0,0,1,1,0,15.1279825187183,38.1411778187373,616.447339593518
41,12,1,6.91823630998178,3.08176369001822,-6.61823630998178,320.37165737419,686.207748012108,30.7621155996776,30.2969151869589,23.2164633509971,212.248304360748,454.617091126335,649.452987323336,28.0630111730973,40,1.53547121826755,13823.0076757951,1113.97933171035,110.785841397315,3.91824761843942,0.886087600040491,1,1,1,0,0,1,1,0,14.446045924964,39.2523017543412,632.509400332803
42,12,1,7.12408137434736,2.87591862565264,-6.82408137434736,325.549058020976,703.436697779761,29.8535419480415,29.3878716116094,22.1855052208594,219.034733782775,473.283721869338,676.119602670483,28.6333507692838,40,1.58456639047027,13823.0076757951,1172.50275383775,116.606027084136,4.1240945788328,0.913512293048206,1,1,1,0,0,1,0,0,13.729256338147,40.4202139532151,649.287227488399
43,12,1,7.34053085212001,2.65946914787999,-7.04053085212001,330.836761562406,721.437948270611,28.9728983308248,28.5064570319244,21.1894364408846,226.181094612603,493.220959074517,704.601370106453,29.230224535151,40,1.63626542006961,13823.0076757951,1234.04108482349,122.726047072274,4.34054600837358,0.942915988750329,1,1,1,0,0,1,0,0,12.9755402739916,41.6482928790308,666.814115117589
44,12,1,7.56820817224475,2.43179182775525,-7.26820817224475,336.229327012895,740.24656611774,28.1171186562534,27.6496435453958,20.2257625202875,233.706884322683,514.531912296001,735.045588994288,29.855032455911,40,1.69070935793458,13823.0076757951,1298.77154742916,129.163526260327,4.56822526033577,0.974379351391214,1,1,1,0,0,1,0,0,12.1827268406319,42.9400757080246,685.123763569084
45,12,1,7.80776500343857,2.19223499656143,-7.50776500343857,341.719847132143,759.897926552218,27.283340380626,26.8146088988099,19.2922349965614,241.632421173168,537.32897687467,767.612824106671,30.5092492251815,40,1.74804519277148,13823.0076757951,1366.87938852857,135.936887549148,4.80778391154978,1.00798929117213,1,1,1,0,0,1,0,0,11.3485468102298,44.2992598416696,704.250119900318
46,12,1,8.05988156952076,1.94011843047924,-7.75988156952076,347.299820863502,780.427548284289,26.4688794106979,25.9987119453854,18.3868286393111,249.978864167449,561.73479041836,802.478272026229,31.1944297490149,40,1.8084259954885,13823.0076757951,1438.55796991276,143.065360872456,5.05990208179493,1.0438388273499,1,1,1,0,0,1,0,0,10.4706315209381,45.729704695779,724.227212067572
47,12,1,8.32526709626383,1.67473290373617,-8.02526709626383,352.959034301113,801.870929039128,25.6712078740698,25.1994709718676,17.5077216709391,258.768242689593,587.883326409791,839.833323442559,31.9122158785542,40,1.87201113360236,13823.0076757951,1514.00889722017,150.568996019012,5.32528888729104,1.08202699541267,1,1,1,0,0,1,0,0,9.54651132088531,47.2354342358243,745.088983482419
48,12,1,8.60466049658417,1.39533950341583,-8.30466049658417,358.68545421157,824.263390152177,24.8879341809781,24.414544324344,16.6532784895372,268.023500048363,615.921153747166,879.887362495951,32.6643446916631,40,1.93896658624945,13823.0076757951,1593.44221733825,158.468682264315,5.6046831350277,1.12265881175445,1,1,1,0,0,1,0,0,8.57361318221848,48.8206408645315,766.869136105428
49,12,1,8.89883142654708,1.10116857345292,-8.59883142654708,364.465138138107,847.639940182385,24.1167848539572,23.6417128159497,15.8220344536601,277.768555901835,646.008897619066,922.869853741523,33.4526586946483,40,2.0094653957852,13823.0076757951,1677.07672179008,166.78617854256,5.89885438987907,1.16584531387346,1,1,1,0,0,1,0,0,7.54925702390314,50.4896914133829,789.600991745099
50,12,1,9.20858187111542,0.791418128884584,-8.90858187111542,370.282164861973,872.035168866817,23.3555876419376,22.8788634418557,15.0126823531856,288.028393268613,678.322945033175,969.032778618822,34.279118367866,40,2.08368829725074,13823.0076757951,1765.14040099127,175.544158622737,6.2086045723814,1.21170369874491,1,1,1,0,0,1,0,0,6.47065018986113,52.2471361397499,813.317382537206
51,12,1,9.53474844495775,0.465251555042248,-9.23474844495775,376.118588455866,897.483183807412,22.6022554657704,22.1239739603912,14.224060248327,298.829176525189,713.057447820992,1018.65349688713,35.1458175337232,40,2.16182457200293,13823.0076757951,1857.8711016165,184.766276484076,6.53477027091655,1.26035758656011,1,1,1,0,0,0,0,0,5.33487943714217,54.0977217810884,838.050582589181
52,12,1,9.87820561925449,0.121794380745514,-9.57820561925449,381.954418330982,924.017602960967,21.8547707654006,21.3750979263877,13.4551404123306,310.198407435632,750.426687387091,1072.0381248387,36.0550020835676,40,2.24407317648248,13823.0076757951,1955.51744648766,194.477257799424,6.8782259772745,1.31193744140485,1,1,1,0,0,0,0,0,4.13889969960385,56.0464098630114,863.832293398351
53,13,1,10.2640701807928,-0.264070180792807,-9.96407018079281,389.064286814333,954.431166867963,21.080868064845,20.5991693301096,12.68678310251,323.242418223943,792.960569403089,1132.80081343298,37.0627112308576,40,2.33843766715083,13823.0076757951,2065.22298837759,205.387532719484,7.26409801816763,1.37038654897373,1,1,1,0,0,0,0,0,3.71478973068,58.2357066038521,892.480670533431
54,14,1,10.6851208752956,-0.68512087529558,-10.3851208752956,396.860235769132,987.704706799189,20.2899064405769,19.8061938614894,11.9261077761652,337.589480359793,840.191807251845,1200.27401035978,38.1505330987896,40,2.44222884250388,13823.0076757951,2184.92501386624,217.29196328945,7.6851311225908,1.43456659952708,1,1,1,0,0,0,0,0,3.71478973068,60.624640455483,923.365276613026
55,13,1,11.1305695786886,-1.13056957868857,-10.8305695786886,404.64527613725,1022.48648012275,19.4950748553312,19.0099738790194,11.1819155619177,352.738755022352,891.325388667955,1273.32198381136,39.2942974533414,40,2.55182347644947,13823.0076757951,2311.57337821211,229.887210980543,8.13059688470286,1.50278944180905,1,1,1,0,0,0,0,0,3.71478973068,63.1520023636668,955.619688028406
56,13,1,11.601832937561,-1.601832937561,-11.301832937561,412.386968323389,1058.82292489381,18.694167279626,18.2200074041901,10.4536456790619,368.734086004869,946.742097692948,1352.48871098993,40.4974086253883,40.4974086253883,2.60241318742173,14168.9293532278,2445.55529263823,243.211784156359,8.60185725926303,1.57526535593494,1,1,1,0,0,0,0,0,3.71478973068,65.8258300184891,989.282305144641
57,13,1,12.1003133868358,-2.10031338683583,-11.8003133868358,420.049002795861,1096.75248053135,17.8850757215797,17.4388006786431,9.74091038217186,385.62146283205,1006.86180205675,1438.37400293821,41.7634456325709,41.7634456325709,2.55909251536518,15068.6800307812,2587.2749699624,257.3058819982,9.10033400147411,1.65221533146977,1,1,1,0,0,0,0,0,3.71478973068,68.6540804766795,1024.38361032399
58,13,1,12.6275663035318,-2.62756630353181,-12.3275663035318,427.594128744595,1136.31800296549,17.0655812589652,16.6470162652193,9.04338026446279,403.452146020135,1072.16144011083,1531.65920015833,43.0964484527107,43.0964484527107,2.51435444693127,16045.9535254682,2737.1745945808,272.213479981184,9.62758242561157,1.73388177744257,1,1,1,0,0,0,0,0,3.71478973068,71.6455785492658,1060.95763468554
59,13,1,13.1852979953308,-3.18529799533077,-12.8852979953308,434.98397168339,1177.56572779093,16.2333560709462,15.8423334336247,8.36079646010959,422.283315422219,1143.18317922086,1633.11882745837,44.5009520751177,44.5009520751177,2.46821365652855,17108.8639067067,2895.73959689602,287.982854418937,10.1853099569972,1.82053162973398,1,1,1,0,0,0,0,0,3.71478973068,74.81000538922,1099.04093267103
60,13,1,13.7754047825312,-3.77540478253124,-13.4754047825312,442.179462270537,1220.54721341471,15.3859172712968,15.0222750131671,7.69295863564839,442.179462270536,1220.54721341471,1743.63887630673,45.9820872892634,45.9820872892634,2.42068699854708,18266.69298988,3063.50917886422,304.667629234899,10.7754131539607,1.91246217165478,1,1,1,0,0,0,0,0,3.71478973068,78.158120232458,1138.67430345157
61,12,1,14.3999954956092,-4.39999549560923,-14.0999954956092,449.140986539777,1265.31984540009,14.5206018121047,14.1841821860498,7.03972745027474,463.213772770808,1304.96569432468,1864.23670617811,47.5456662193386,47.5456662193386,2.37179431032499,19530.0988266278,3241.08715426991,322.327854033456,11.4000158368061,2.01000719865029,1,1,1,0,0,0,0,0,3.71478973068,81.7018880432399,1179.90316762617
62,12,1,15.0615338575332,-5.06153385753319,-14.7615338575332,455.829724123899,1311.95557485511,13.6344062091919,13.3250582310935,6.40096599068698,485.471070301852,1397.26841714313,1996.09773877591,49.1984376074603,49.1984376074603,2.32155066592145,20911.5001205095,3429.16410340534,341.032207394678,12.061547013423,2.11354879170074,1,1,1,0,0,0,0,0,3.71478973068,85.4552873549758,1222.78549776945
63,12,1,15.7627591599582,-5.76275915995819,-15.4627591599582,462.206434127312,1360.53341246461,12.7240828571588,12.4416600536941,5.7766127350489,509.048575237234,1498.41617087267,2140.59452981811,50.9480557562418,50.9480557562418,2.26997685393894,22425.2760266659,3628.52481332135,360.858736811253,12.7627670492018,2.22352240863332,1,1,1,0,0,0,0,0,3.71478973068,89.4338602072578,1267.38476252667
64,11,1,16.5068556815509,-6.50685568155094,-16.2068556815509,468.232907232573,1411.14929286693,11.7859529244401,11.5303152803168,5.16662169948891,534.059906385517,1609.53715042964,2299.33878632806,52.8034005894123,52.8034005894123,2.21709153573393,24088.3110948654,3840.07891381114,381.897905453484,13.5068754243029,2.34043342620534,1,1,1,0,0,0,0,0,3.71478973068,93.6556733820656,1313.77882975419
65,11,1,17.2976145469039,-7.29761454690388,-16.9976145469039,473.872735055153,1463.92421194936,10.8157356621054,10.5867540515353,4.57092740496588,560.639207950153,1731.96989396492,2474.24270566418,54.7748956759273,54.7748956759273,2.16290667994564,25920.6378688628,4064.89343906627,404.255830443427,14.2976252641757,2.46487493540887,1,1,1,0,0,0,0,0,3.71478973068,98.1422367498086,1362.06718546887
66,11,1,18.1394165485145,-8.13941654851452,-17.8394165485145,479.090643676046,1518.99956217505,9.80857972257693,9.60613640584285,3.9895087897023,588.94453183895,1867.30110015189,2667.57300021698,56.8746276374547,56.8746276374547,2.10743745644653,27946.002859416,4304.22081491937,428.057066201175,15.1394217802959,2.59754438552339,1,1,1,0,0,0,0,0,3.71478973068,102.918405805635,1412.36636663874
67,10,1,19.0375037872515,-9.03750378725149,-18.7375037872515,483.854006446687,1576.551032749,8.75877642851024,8.5827700372705,3.42232659809706,619.164907998839,2017.4372065576,2882.05315222515,59.1168660442758,59.1168660442758,2.05069447830286,30192.9377852158,4559.55442320292,453.450130350108,16.0375177090853,2.73927398506354,1,1,1,0,0,0,0,0,3.71478973068,108.013922887895,1464.82232013042
68,10,1,19.9982370899851,-9.99823708998512,-19.6982370899851,488.133768810655,1636.79963134806,7.6594980327101,7.50985059495329,2.86929846530941,651.528533386889,2184.69143378208,3120.98776254582,61.5185998811808,61.5185998811808,1.99268195638108,32696.0622742896,4832.69389556721,480.613997222069,16.9982429726771,2.89106699569398,1,1,1,0,0,0,0,0,3.71478973068,113.464877699881,1519.61996391749
69,10,1,21.0292915850821,-11.0292915850821,-20.7292915850821,491.905185797061,1700.01713414583,6.5026089264695,6.379271789728,2.33032662767384,686.313028859296,2371.88779898262,3388.41114140374,64.1000635840741,64.1000635840741,1.93340463938377,35497.6405289916,5125.82728154439,509.766269515366,18.0292936921969,3.0541444708697,1,1,1,0,0,0,0,0,3.71478973068,119.31481695511,1576.98752746004
70,9,1,22.1401679271638,-12.1401679271638,-21.8401679271638,495.150261732759,1766.54910503797,5.27814304712544,5.18110800506463,1.80523124147123,723.861256998072,2582.52202320709,3689.31717601013,66.8857200331229,66.8857200331229,1.8728627537964,38649.9894629633,5441.6566533912,541.175669763676,19.1401739831014,3.23001492935876,1,1,1,0,0,0,0,0,3.71478973068,125.617644935738,1637.21667037155
71,9,1,23.3428015862454,-13.3428015862454,-23.0428015862454,497.860779434487,1836.84010593287,3.97369074570862,3.90300524315988,1.29370716246384,764.603006495838,2820.97631599682,4029.96616570975,69.9054619170395,69.9054619170395,1.81105323065126,42218.6931645783,5783.5707648072,575.179211338077,20.3428032551451,3.42057092696137,1,1,1,0,0,0,0,0,3.71478973068,132.44108044315,1700.68423575904
72,8,1,24.6524042094242,-14.6524042094242,-24.3524042094242,500.043219596134,1911.46820534682,2.57355451399506,2.52934225378906,0.795272080774833,809.086925150472,3092.82052466592,4418.31503523702,73.1962360726399,73.1962360726399,1.747974602479,46287.1098929593,6155.89913930852,612.207467671964,21.6524099283922,3.62823161317139,1,1,1,0,0,0,0,0,3.71478973068,139.871430468795,1767.88198514734
73,8,1,26.0889165639099,-16.0889165639099,-25.7889165639099,501.727452805147,1991.2083084842,1.05728161424009,1.03977567264832,0.309119227927383,858.030111499585,3405.26849267529,4864.66927525041,76.8045713750287,76.8045713750287,1.68362677183825,50963.2019311948,6564.30621109238,652.823769781196,23.0889177619029,3.85616266951593,1,1,1,0,0,0,0,0,3.71478973068,148.021833820985,1839.47168493253
74,4,0,23.7663792171011,-13.7663792171011,-23.4663792171011,498.645695195572,1861.18926752349,3.46796381982628,3.40697294353476,0.955900377365937,904.532141003834,3376.15571373999,4823.07959105713,76.4755526622042,76.4755526622042,1.7901778881825,50527.5004777414,6955.93679913651,691.771641593845,24.4664169445457,4.10400861060478,1,1,1,0,0,0,0,0,3.71478973068,134.844351484752,1722.63012630806
75,4,0,25.6951778777364,-15.6951778777364,-25.3951778777364,501.327402135047,1969.56198961504,1.45437888089261,1.43005685495902,0.376420953169899,968.490170297296,3804.90158449289,5435.5736921327,81.1863662794582,81.1863662794582,1.70077335381781,56944.1053461521,7483.91734397805,744.279589664906,26.3235057194616,4.39826897506855,1,1,1,0,0,0,0,0,3.71478973068,145.78786131274,1820.05933857162
76,3,0,13.7166837846808,-3.71668378468084,-13.4166837846808,441.491039198962,1216.30010407802,13.7930280974074,13.4664192577165,3.33683550338428,912.466062868367,2513.82807054958,3591.18295792797,65.9901591105889,65.9901591105889,2.425357724577,37621.9167021025,7082.89536938449,704.397739428109,24.9129738072756,4.25665493831418,1,1,1,0,0,0,0,0,3.71478973068,77.8249523232302,1134.76036202411
77,3,0,14.5735708419146,-4.57357084191456,-14.2735708419146,450.962108473838,1277.63343037158,12.855925700926,12.5597100156499,2.8919540409897,1002.35606761035,2839.80316095465,4056.86165850665,70.1383441840926,70.1383441840926,2.35845958948898,42500.4554700697,7813.32597228298,777.039454243602,27.4821489156217,4.67775152912579,1,1,1,0,0,0,0,0,3.71478973068,82.6867101228877,1191.23193051801
78,3,0,15.5706275268246,-5.5706275268246,-15.2706275268246,460.529035381603,1347.30937174845,11.7869455126466,11.5237501851826,2.45064377111116,1107.51115911339,3240.10007914709,4628.71439878155,74.9187637111896,74.9187637111896,2.28393815584807,48491.293701521,8666.47506458142,861.885588581231,30.4829670671934,5.16978955296138,1,1,1,0,0,0,0,0,3.71478973068,88.3437545065559,1255.25082751122
79,3,0,16.746090727962,-6.74609072796197,-16.446090727962,470.019029496044,1427.22436131043,10.5477002334767,10.3205973338326,2.01259608508264,1231.64798538062,3739.92944749258,5342.75635356083,80.4902163071992,80.4902163071992,2.20048212616243,55971.7332277802,9672.15314310536,961.900812322454,34.0202820100507,5.7499538216257,1,1,1,0,0,0,0,0,3.71478973068,95.0130317912298,1328.49653978852
80,3,0,18.1534912830734,-8.15349128307338,-17.8534912830734,479.171457367551,1519.91097214157,9.08452303463508,8.89710297929084,1.57751086993763,1379.71922252658,4376.4092216875,6252.01317383929,87.070362390411,87.070362390411,2.10652901040351,65497.2808687926,10870.0654985933,1081.0338379049,38.2337508782595,6.44111395724503,1,1,1,0,0,0,0,0,3.71478973068,102.99826224639,1413.1979201645
